datetime,UC01,UC02,UC03,UC04,UC05,UC06,UC07,UC08
01.01.2019 0:00,3680.42134817878,3202.99873137794,2859.115154236973,2719.9760879318533,3128.3581459519633,3496.400280769841,2760.316011134085,2907.5328650612364
01.01.2019 1:00,3307.8437139791126,2925.976680286252,2761.239905071865,2477.7694292264005,2811.6671568822458,3142.4515282801567,2480.8827854843344,2613.196534043499
01.01.2019 2:00,2853.0123016044954,2608.1385668065827,2473.3270078059168,2333.1944765697885,2425.0604563638212,2710.3616865242707,2139.7592262033713,2253.8797182675517
01.01.2019 3:00,2568.268576224449,2393.0733990088397,2358.9456786238443,2222.0805138909245,2183.028289790782,2439.8551474132264,1926.2014321683369,2028.9321752173148
01.01.2019 4:00,2419.946303781665,2302.320175214089,2253.32419095859,2249.319340559652,2056.954358214415,2298.9489885925814,1814.9597278362487,1911.7575799875153
01.01.2019 5:00,2481.3746606691498,2343.8514349333864,2164.278692387702,2354.9746356351766,2109.1684615687773,2357.305927635692,1861.0309955018624,1960.2859819286284
01.01.2019 6:00,2610.5677449875184,2403.756312879951,2147.758009581474,2304.1834136139114,2218.9825832393904,2480.0393577381424,1957.9258087406388,2062.3485185401396
01.01.2019 7:00,2582.863352301767,2408.284718334749,2177.542517757175,2370.7407590260163,2195.433849456502,2453.7201846866787,1937.1475142263253,2040.462048318396
01.01.2019 8:00,2724.512276496658,2477.9456282935475,2163.25879994178,2473.906111957333,2315.8354350221593,2588.286662671825,2043.3842073724936,2152.36469843236
01.01.2019 9:00,2837.5029524651877,2562.543881353019,2235.0914017668406,2656.251353737644,2411.8775095954097,2695.627804841928,2128.127214348891,2241.6273324474982
01.01.2019 10:00,3047.671011649791,2752.9324404173767,2276.878536133919,2664.0527615877118,2590.5203599023225,2895.2874610673016,2285.7532587373435,2407.660099203335
01.01.2019 11:00,3272.2751506923178,2892.6339843271558,2461.059591531921,2770.538616779031,2781.43387808847,3108.6613931577017,2454.2063630192383,2585.0973690469314
01.01.2019 12:00,3434.042157548594,2982.6978766424,2531.5483726386838,2957.062178950192,2918.9358339163045,3262.3400496711643,2575.5316181614453,2712.893304463389
01.01.2019 13:00,3667.1476891190505,3151.777989086102,2509.0139200463345,3093.9764940578416,3117.075535751193,3483.7903046630977,2750.360766839288,2897.04667440405
01.01.2019 14:00,3987.5411618281714,3403.5442778096312,2659.8483226823214,3405.581858767219,3389.4099875539455,3788.1641037367626,2990.6558713711283,3150.1575178442554
01.01.2019 15:00,4439.220418735178,3686.424128887445,2797.936326746949,3586.247017064633,3773.337355924901,4217.259397798419,3329.4153140513836,3506.984130800791
01.01.2019 16:00,5167.258287191349,4204.821113062499,2699.6877836697754,3731.756318951857,4392.169544112647,4908.895372831781,3875.443715393512,4082.134046881166
01.01.2019 17:00,5475.916204468413,4303.101397066189,3178.614961792494,3726.260344770457,4654.528773798151,5202.120394244992,4106.9371533513095,4325.973801530046
01.01.2019 18:00,5324.428553271643,4299.9375039826045,3125.401307052144,3623.860723418407,4525.764270280896,5058.207125608061,3993.3214149537325,4206.2985570845985
01.01.2019 19:00,5135.845364517226,4130.5395358421365,2975.486380351836,3368.7012651576147,4365.468559839642,4879.053096291364,3851.884023387919,4057.3178379686087
01.01.2019 20:00,4805.482570451761,3927.1656130954807,3306.797313349047,3495.804664909583,4084.6601848839964,4565.208441929172,3604.1119278388205,3796.331230656891
01.01.2019 21:00,4460.80379772637,3797.519424725975,2936.1934445525567,3392.422270570305,3791.683228067415,4237.763607840052,3345.6028482947777,3524.0350002038326
01.01.2019 22:00,4247.3641045540535,3536.034583488451,2764.7712609645832,3047.52670413372,3610.2594888709455,4034.995899326351,3185.52307841554,3355.4176425977025
01.01.2019 23:00,4010.639415757749,3389.8783923969904,2655.8747727175,2923.344040323743,3409.043503394086,3810.1074449698613,3007.9795618183116,3168.4051384486215
02.01.2019 0:00,3518.515959343531,3035.828872740334,2736.57646199094,2617.6310029094466,2990.7385654420013,3342.5901613763544,2638.8869695076482,2779.6276078813894
02.01.2019 1:00,3015.594345590849,2685.986004148066,2474.205370043337,2389.1505333307364,2563.2551937522217,2864.8146283113065,2261.695759193137,2382.319533016771
02.01.2019 2:00,2685.376514578528,2477.2017632715124,2292.983369298441,2070.1634767483997,2282.5700373917484,2551.1076888496013,2014.032385933896,2121.447446517037
02.01.2019 3:00,2141.2789361749224,2098.586593675703,2265.105675028744,2000.0,1820.0870957486839,2034.214989366176,1605.959202131192,1691.6103595781888
02.01.2019 4:00,2000.0,2000.0,2054.5746202814,2111.488008427501,1700.0,1900.0,1500.0,1580.0
02.01.2019 5:00,2224.1868206359272,2154.4197207655966,2000.0,2221.366653818886,1890.558797540538,2112.9774796041306,1668.1401154769455,1757.1075883023825
02.01.2019 6:00,2430.4957906027284,2295.557470509304,2069.8087293848407,2218.500850019256,2065.921422012319,2308.971001072592,1822.8718429520463,1920.0916745761556
02.01.2019 7:00,2422.5376290219388,2279.4182821766863,2153.8464190708405,2286.614424549255,2059.156984668648,2301.4107475708415,1816.903221766454,1913.8047269273318
02.01.2019 8:00,2524.8665116701395,2356.5052592936668,2138.322177221175,2409.358283527965,2146.1365349196185,2398.6231860866324,1893.6498837526046,1994.6445442194104
02.01.2019 9:00,2729.7589985907025,2524.455679696028,2208.428444443015,2508.0100549348817,2320.295148802097,2593.2710486611672,2047.3192489430269,2156.509608886655
02.01.2019 10:00,2929.4587155692143,2633.7207546932905,2209.25141787864,2652.045954189164,2490.039908233832,2782.9857797907534,2197.094036676911,2314.272385299679
02.01.2019 11:00,3213.581465009525,2786.193314938804,2358.9999806107007,2686.445684423413,2731.544245258096,3052.9023917590484,2410.1860987571436,2538.729357357525
02.01.2019 12:00,3303.645807374876,2901.294343456722,2400.3862039323067,2809.499652407482,2808.0989362686446,3138.463517006132,2477.734355531157,2609.880187826152
02.01.2019 13:00,3521.997610851786,3003.4365175101684,2532.959777461561,3047.99919693714,2993.697969224018,3345.8977303091965,2641.4982081388393,2782.378112572911
02.01.2019 14:00,3811.909124726245,3207.4568971012186,2688.366643615195,3266.6425363889102,3240.1227560173083,3621.3136684899328,2858.931843544684,3011.4082085337336
02.01.2019 15:00,4303.033068193583,3578.5330841150667,2750.8741787489816,3744.5420996581497,3657.5781079645453,4087.8814147839034,3227.274801145187,3399.3961238729307
02.01.2019 16:00,4857.746118076802,3895.549381577717,2736.100534113689,3737.8517489064498,4129.0842003652815,4614.858812172962,3643.3095885576017,3837.619433280674
02.01.2019 17:00,5151.292272235796,4217.119152724577,3146.133693182219,3600.331713618045,4378.598431400426,4893.727658624006,3863.469204176847,4069.520895066279
02.01.2019 18:00,5221.385342033163,4211.745133551434,3291.712636958041,3659.9267668219895,4438.177540728188,4960.316074931505,3916.0390065248725,4124.894420206199
02.01.2019 19:00,4836.415551925171,3895.734205514974,3172.3367409132334,3340.22817852327,4110.953219136395,4594.594774328912,3627.311663943878,3820.768286020885
02.01.2019 20:00,4506.438479775943,3827.533874954787,2902.4441270437246,3089.967126750803,3830.4727078095516,4281.116555787145,3379.8288598319573,3560.086399022995
02.01.2019 21:00,4240.831953997338,3498.691095855079,3018.715920415013,3044.901758681797,3604.707160897737,4028.790356297471,3180.6239654980036,3350.257243657897
02.01.2019 22:00,3940.057918042714,3398.301645149163,2631.1686429078454,3008.740865477885,3349.0492303363067,3743.055022140578,2955.0434385320355,3112.645755253744
02.01.2019 23:00,3810.212531479687,3238.5187446562486,2853.1917123227595,2855.3145579819748,3238.680651757734,3619.7019049057026,2857.6593986097655,3010.067899868953
03.01.2019 0:00,3454.271861557096,2972.6606441225404,2772.946813944981,2567.6261688162617,2936.1310823235317,3281.558268479241,2590.703896167822,2728.874770630106
03.01.2019 1:00,3006.493320641625,2679.2946928670917,2492.687754809668,2326.023998393623,2555.5193225453813,2856.1686546095434,2254.869990481219,2375.129723306884
03.01.2019 2:00,2619.356147992198,2437.311050229432,2362.8373113117163,2136.7276633677347,2226.4527257933682,2488.388340592588,1964.5171109941487,2069.291356913837
03.01.2019 3:00,2253.18118679434,2177.493474968376,2216.271059008463,2128.6243949586296,1915.204008775189,2140.522127454623,1689.8858900957553,1780.013137567529
03.01.2019 4:00,2215.0144401808534,2146.4356348232564,2096.212571715765,2195.9966805250647,1882.7622741537252,2104.2637181718105,1661.26083013564,1749.8614077428742
03.01.2019 5:00,2331.9813852449365,2235.0527734887446,2091.208247135952,2245.986472549985,1982.184177458196,2215.3823159826898,1748.9860389337023,1842.2652943435
03.01.2019 6:00,2484.759238015378,2341.138032547094,2131.565891642272,2298.2243230246186,2112.045352313071,2360.521276114609,1863.5694285115333,1962.9597980321487
03.01.2019 7:00,2529.8964260688667,2371.340625535683,2132.983083070838,2337.3347134449714,2150.411962158537,2403.401604765423,1897.4223195516502,1998.6181765944048
03.01.2019 8:00,2624.275350350372,2450.42507300644,2164.954557648307,2411.3434349543445,2230.634047797816,2493.061582832853,1968.2065127627789,2073.177526776794
03.01.2019 9:00,2832.977925213908,2566.825489655848,2253.662270555901,2604.472618261579,2408.0312364318215,2691.3290289532124,2124.7334439104307,2238.052560918987
03.01.2019 10:00,3007.1612277889108,2711.995324870217,2238.3947567536115,2700.603752589812,2556.087043620574,2856.803166399465,2255.370920841683,2375.6573699532396
03.01.2019 11:00,3212.863359613338,2824.4577046437807,2428.705673852289,2725.846369199764,2730.9338556713374,3052.2201916326712,2409.6475197100035,2538.1620540945373
03.01.2019 12:00,3368.225652897193,2946.8993905191223,2484.8517828882354,2804.7198242814425,2862.991804962614,3199.814370252333,2526.169239672895,2660.8982657887827
03.01.2019 13:00,3414.288317269525,2935.499888860196,2625.0636072390016,2886.23305788398,2902.145069679096,3243.5739014060487,2560.7162379521437,2697.287770642925
03.01.2019 14:00,3699.6808124819736,3185.0764887511828,2514.099212658351,3370.938524177181,3144.7286906096774,3514.696771857875,2774.7606093614804,2922.7478418607593
03.01.2019 15:00,4291.4941591623865,3549.650864234315,2542.672299757913,3359.453219491789,3647.7700352880283,4076.919451204267,3218.62061937179,3390.2803857382855
03.01.2019 16:00,4639.127332300679,3883.311131044116,2693.476103008042,3884.630671664104,3943.258232455577,4407.170965685645,3479.3454992255092,3664.9105925175368
03.01.2019 17:00,5112.296185865156,4198.480787534918,3077.092319110081,3778.119350655728,4345.451757985383,4856.681376571898,3834.222139398867,4038.7139868334734
03.01.2019 18:00,5195.617291340632,4110.524966162668,2953.437713387926,3613.196211297928,4416.2746976395365,4935.8364267736,3896.712968505474,4104.5376601591
03.01.2019 19:00,4838.354508380287,3896.947673042231,3396.641366556075,3322.4727841561707,4112.601332123244,4596.436782961273,3628.7658812852155,3822.300061620427
03.01.2019 20:00,4603.3739905489565,3798.45318641425,2972.1057295275536,3063.27267836844,3912.867891966613,4373.205291021509,3452.5304929117174,3636.6654525336758
03.01.2019 21:00,4180.638410056111,3481.4351809411964,3163.4382240352897,2979.6270184654886,3553.542648547694,3971.606489553305,3135.478807542083,3302.704343944328
03.01.2019 22:00,3881.255084485576,3258.8595055599053,2916.19828113578,3020.6159376648384,3299.0668218127394,3687.192330261297,2910.941313364182,3066.191516743605
03.01.2019 23:00,3728.5227578281138,3195.229667490329,2548.200436307549,2741.482275860224,3169.2443441538967,3542.096619936708,2796.3920683710853,2945.53297868421
04.01.2019 0:00,3367.6578983220056,2936.8540742522027,2653.4368960580646,2479.3604462215008,2862.5092135737045,3199.2750034059054,2525.743423741504,2660.4497396743845
04.01.2019 1:00,2979.9556993785104,2644.414299041108,2525.632931907384,2305.033785111646,2532.962344471734,2830.9579144095846,2234.966774533883,2354.1650025090235
04.01.2019 2:00,2583.748602008951,2390.482583530817,2392.3161363911845,2140.596220839431,2196.186311707608,2454.561171908503,1937.8114515067132,2041.1613955870714
04.01.2019 3:00,2261.6201392491025,2176.386939883167,2266.291302672358,2137.596559513266,1922.377118361737,2148.539132286647,1696.215104436827,1786.679910006791
04.01.2019 4:00,2221.819956150068,2151.1940041542657,2113.9949719578017,2161.393314586104,1888.5469627275577,2110.7289583425645,1666.3649671125509,1755.2377653585536
04.01.2019 5:00,2324.515993080759,2222.6754983239985,2076.418270655343,2222.6387290783346,1975.838594118645,2208.290193426721,1743.3869948105694,1836.3676345337997
04.01.2019 6:00,2414.9027525396123,2268.648208581523,2114.285131845972,2254.884803314801,2052.6673396586702,2294.1576149126317,1811.1770644047092,1907.7731745062938
04.01.2019 7:00,2477.928057389142,2345.1530773684112,2182.8043382,2317.692759566823,2106.2388487807707,2354.0316545196847,1858.4460430418565,1957.5631653374223
04.01.2019 8:00,2569.3153308412243,2406.2048499287266,2151.465671254461,2436.34556639191,2183.9180312150406,2440.849564299163,1926.9864981309183,2029.7591113645674
04.01.2019 9:00,2752.7502001425364,2512.2228562747578,2189.137717788917,2595.122003548064,2339.837670121156,2615.1126901354096,2064.5626501069023,2174.672658112604
04.01.2019 10:00,2983.093256052181,2670.364177109697,2303.432731510231,2664.143372281317,2535.6292676443536,2833.938593249572,2237.3199420391356,2356.643672281223
04.01.2019 11:00,3224.2479677222145,2869.3656340668776,2383.852075900617,2747.929832672944,2740.610772563882,3063.0355693361034,2418.185975791661,2547.1558945005495
04.01.2019 12:00,3401.7940032743822,2981.7074586695053,2393.8005802228754,2910.645640082979,2891.5249027832247,3231.704303110663,2551.3455024557866,2687.4172625867623
04.01.2019 13:00,3620.651168563119,3090.876284246292,2441.3461237122024,3001.0641047954305,3077.553493278651,3439.6186101349626,2715.488376422339,2860.314423164864
04.01.2019 14:00,3743.330625507021,3219.978160427261,2611.4164206494816,3179.407962765396,3181.831031680968,3556.16409423167,2807.497969130266,2957.231194150547
04.01.2019 15:00,4272.002596011067,3603.326214015144,2485.440877113133,3649.4499132892433,3631.202206609407,4058.4024662105135,3204.0019470083002,3374.882050848743
04.01.2019 16:00,4847.975535864644,3941.025748189751,2704.0516853671406,3822.345497340557,4120.779205484948,4605.576759071412,3635.9816518984835,3829.9006733330693
04.01.2019 17:00,4957.128447329742,4098.26976982103,2987.5187302059308,3714.385982839871,4213.559180230281,4709.272024963255,3717.8463354973064,3916.1314733904965
04.01.2019 18:00,4998.350266684646,4034.406266937119,3240.6517119040545,3367.419922431675,4248.597726681949,4748.432753350414,3748.7627000134844,3948.6967106808706
04.01.2019 19:00,4485.425217379904,3712.1944206373223,3121.7905804684915,3096.97886851109,3812.6114347729185,4261.153956510909,3364.0689130349283,3543.4859217301246
04.01.2019 20:00,4204.478536364795,3470.596538187174,2822.157908643093,3053.506971439987,3573.806755910076,3994.2546095465555,3153.3589022735964,3321.5380437281883
04.01.2019 21:00,3990.823279532748,3376.490872656456,2829.3601929345778,2906.978098190907,3392.199787602836,3791.2821155561105,2993.117459649561,3152.7503908308713
04.01.2019 22:00,3769.147610134397,3209.7918738480994,2830.804396051464,3037.7849757409413,3203.7754686142375,3580.690229627677,2826.8607076007975,2977.6266120061737
04.01.2019 23:00,3684.8417731149807,3183.7078966677464,2708.734283419188,2810.4222392716847,3132.1155071477333,3500.5996844592314,2763.6313298362356,2911.0250007608347
05.01.2019 0:00,3493.193798563968,3020.750659317789,2906.9385842675947,2784.9740563607984,2969.2147287793728,3318.5341086357694,2619.895348922976,2759.623100865535
05.01.2019 1:00,3380.205318506524,2955.20734136684,2592.765731043092,2513.528676072176,2873.1745207305453,3211.1950525811976,2535.153988879893,2670.362201620154
05.01.2019 2:00,2956.2693317940098,2634.403788284056,2456.862630460972,2339.4410193966387,2512.828932024908,2808.4558652043092,2217.201998845507,2335.4527721172676
05.01.2019 3:00,2637.71904498422,2424.862390149122,2274.1049894472967,2253.3646099557527,2242.061188236587,2505.833092735009,1978.289283738165,2083.798045537534
05.01.2019 4:00,2444.66319048722,2304.149064474522,2236.324957836035,2239.5047595146084,2077.963711914137,2322.430030962859,1833.4973928654151,1931.283920484904
05.01.2019 5:00,2457.721633790392,2318.245444573144,2193.0240204573643,2372.2111742634856,2089.0633887218332,2334.835552100872,1843.291225342794,1941.6000906944098
05.01.2019 6:00,2691.597653182759,2479.889208285938,2174.771819853607,2470.617404123004,2287.8580052053453,2557.017770523621,2018.6982398870693,2126.36214601438
05.01.2019 7:00,2803.393833853652,2556.9744843914523,2258.390341700427,2557.6178932842063,2382.884758775604,2663.224142160969,2102.545375390239,2214.681128744385
05.01.2019 8:00,3013.739882818355,2708.5220040527893,2293.5778563568506,2716.332714672593,2561.678900395602,2863.0528886774373,2260.3049121137665,2380.8545074265007
05.01.2019 9:00,3348.0728985921423,2920.6234265338107,2374.41654060192,2982.5610259494238,2845.861963803321,3180.669253662535,2511.054673944107,2644.9775898877924
05.01.2019 10:00,3632.973999598349,3125.743241353598,2534.399403232753,2987.044737775652,3088.0278996585967,3451.3252996184315,2724.730499698762,2870.049459682696
05.01.2019 11:00,3950.9678914793258,3379.307433540481,2746.8512360468776,3302.785703105753,3358.322707757427,3753.419496905359,2963.2259186094943,3121.2646342686676
05.01.2019 12:00,4315.261483404238,3609.081402020399,2644.740668603778,3320.81422474641,3667.972260893602,4099.4984092340255,3236.4461125531784,3409.056571889348
05.01.2019 13:00,4478.380130761636,3738.825467068893,2713.4044914541446,3526.583181104232,3806.6231111473903,4254.461124223554,3358.785098071227,3537.9203033016925
05.01.2019 14:00,4699.989144773404,3923.5333349035777,2685.968494736196,3729.3919094234902,3994.9907730573937,4464.989687534734,3524.9918585800533,3712.9914243709895
05.01.2019 15:00,4812.477247962263,3935.4509424926855,2809.602911928702,3524.84506665818,4090.605660767924,4571.85338556415,3609.3579359716978,3801.857025890188
05.01.2019 16:00,4997.557628387576,4008.889679165226,3052.4996708954905,3655.623920430671,4247.923984129439,4747.679746968197,3748.168221290682,3948.0705264261856
05.01.2019 17:00,5241.999470574237,4173.558303945375,3309.6369650769743,3821.932240703969,4455.699549988101,4979.899497045525,3931.499602930678,4141.179581753648
05.01.2019 18:00,5282.45696343621,4364.610449180442,2938.752225089718,3673.994326127711,4490.088418920778,5018.334115264399,3961.8427225771575,4173.141001114605
05.01.2019 19:00,5213.410968042224,4283.956019706945,3004.2003671794964,3643.3230307028352,4431.39932283589,4952.740419640113,3910.0582260316683,4118.594664753357
05.01.2019 20:00,4828.155657250176,3936.458708844322,3247.5573101303453,3263.771156805773,4103.932308662649,4586.747874387667,3621.116742937632,3814.242969227639
05.01.2019 21:00,4431.827001081468,3732.511716245719,2976.6335123530694,3375.163850093819,3767.0529509192475,4210.235651027394,3323.870250811101,3501.1433308543596
05.01.2019 22:00,4263.059509025079,3578.257810963525,2769.034145470548,3119.4230532803217,3623.600582671317,4049.906533573825,3197.2946317688093,3367.8170121298126
05.01.2019 23:00,4066.301702296608,3378.439800670006,2843.471489242522,2831.4575356968667,3456.3564469521166,3862.986617181777,3049.7262767224556,3212.3783448143204
06.01.2019 0:00,3981.468075992205,3353.528438517181,2738.512786898443,2995.031850353475,3384.247864593374,3782.3946721925945,2986.1010569941536,3145.359780033842
06.01.2019 1:00,3712.464720023617,3193.226990507695,2585.05436931097,2791.609541485091,3155.595012020074,3526.841484022436,2784.3485400177124,2932.8471288186574
06.01.2019 2:00,3342.099450858696,2889.7383411397263,2709.2302081576063,2548.5671860037137,2840.7845332298916,3174.994478315761,2506.574588144022,2640.25856617837
06.01.2019 3:00,2919.567003628417,2630.172263150121,2567.466246828952,2373.544370716477,2481.6319530841542,2773.588653446996,2189.6752527213125,2306.4579328664495
06.01.2019 4:00,2654.593921311476,2440.0826150775565,2335.1836117076136,2329.8472598436488,2256.4048331147546,2521.864225245902,1990.945440983607,2097.1291978360664
06.01.2019 5:00,2668.4986684115447,2467.5791858540565,2270.7040801598678,2463.9060393207187,2268.223868149813,2535.0737349909673,2001.3740013086585,2108.11394804512
06.01.2019 6:00,2840.7916103676407,2583.043556558723,2184.373383972854,2482.3621806030665,2414.6728688124945,2698.7520298492586,2130.5937077757308,2244.2253721904362
06.01.2019 7:00,2956.452344812557,2674.05299977144,2368.409229482567,2597.9856407649345,2512.9844930906734,2808.629727571929,2217.339258609418,2335.59735240192
06.01.2019 8:00,3183.5171807927954,2832.468985919637,2431.354728509112,2926.801240690355,2705.989603673876,3024.3413217531556,2387.637885594597,2514.9785728263087
06.01.2019 9:00,3559.574814553477,3104.711860905393,2422.6677161935486,3126.3751324386826,3025.6385923704556,3381.596073825803,2669.6811109151076,2812.0641034972473
06.01.2019 10:00,3940.118124957551,3310.10916832296,2698.9349939717786,3269.7800778123847,3349.100406213918,3743.1122187096735,2955.0885937181633,3112.6933187164655
06.01.2019 11:00,4186.902157713413,3524.171052951496,2830.1734012217244,3273.6735371250334,3558.8668340564004,3977.5570498277416,3140.1766182850597,3307.6527045935964
06.01.2019 12:00,4330.453285007319,3608.2462248293846,2646.850872826367,3483.821034456116,3680.8852922562214,4113.930620756953,3247.8399637554894,3421.058095155782
06.01.2019 13:00,4473.048430691852,3694.268426207864,2873.137100440659,3464.280790525726,3802.0911660880743,4249.39600915726,3354.7863230188896,3533.7082602465634
06.01.2019 14:00,4674.723088289596,3846.15732895828,2984.249046321353,3680.5086759043775,3973.514625046156,4440.986933875116,3506.0423162171965,3693.0312397487805
06.01.2019 15:00,5087.303258511753,4073.157049655045,2991.948338432735,3988.1614526078847,4324.20776973499,4832.938095586164,3815.4774438838144,4018.9695742242848
06.01.2019 16:00,5637.745215280409,4544.208347979526,3390.8346978511554,3892.861373354224,4792.083432988347,5355.857954516388,4228.308911460306,4453.818720071523
06.01.2019 17:00,5767.621359118027,4511.692992289572,3106.7448222657167,3964.3295184253134,4902.478155250323,5479.240291162125,4325.71601933852,4556.420873703241
06.01.2019 18:00,5782.323925494131,4564.743269172628,3582.758219194052,3828.0083589971214,4914.9753366700115,5493.207729219424,4336.742944120599,4568.035901140363
06.01.2019 19:00,5519.082095838907,4462.335016609285,3402.1784975109827,3901.2640456912673,4691.219781463071,5243.127991046961,4139.31157187918,4360.074855712736
06.01.2019 20:00,5357.894668856882,4331.137477860101,3531.7491011808397,3606.112596774496,4554.210468528349,5089.999935414038,4018.4210016426614,4232.736788396937
06.01.2019 21:00,5048.350200510689,4117.115094805919,3222.9205241601885,3433.2160706113464,4291.097670434086,4795.932690485155,3786.262650383017,3988.196658403445
06.01.2019 22:00,4685.3352514347225,3917.0707650666586,3283.1918369377818,3321.958914414852,3982.534963719514,4451.068488862986,3514.001438576042,3701.414848633431
06.01.2019 23:00,4437.616008228047,3729.724086290847,3216.188524601025,3207.7870650030272,3771.9736069938394,4215.735207816644,3328.212006171035,3505.716646500157
07.01.2019 0:00,3991.110579953398,3415.2323828022054,2671.0552172045063,2809.4026565030617,3392.443992960388,3791.555050955728,2993.3329349650485,3152.9773581631844
07.01.2019 1:00,3488.7351482460663,3068.897699357162,2856.296409308264,2630.1318019723426,2965.4248760091564,3314.298390833763,2616.55136118455,2756.1007671143925
07.01.2019 2:00,3169.533275719955,2755.400037464888,2434.6409145779944,2397.127818960668,2694.1032843619614,3011.056611933957,2377.1499567899664,2503.9312878187643
07.01.2019 3:00,2810.9065380070733,2561.3748932023827,2445.3400060046674,2328.522057969722,2389.270557306012,2670.3612111067196,2108.179903505305,2220.616165025588
07.01.2019 4:00,2627.298226412086,2430.457539437073,2326.3324574779463,2377.2267401964164,2233.203492450273,2495.9333150914817,1970.4736698090646,2075.565598865548
07.01.2019 5:00,2674.17348169096,2478.999989262836,2225.787360401693,2457.5473454092667,2273.0474594373163,2540.4648076064123,2005.6301112682202,2112.5970505358587
07.01.2019 6:00,2782.4532627985664,2542.4841482607244,2271.2780068294915,2423.279788054167,2365.0852733787815,2643.3305996586378,2086.8399470989248,2198.1380776108676
07.01.2019 7:00,2800.391897764719,2562.4647212043783,2302.62838953049,2444.3528941003888,2380.333113100011,2660.372302876483,2100.2939233235393,2212.309599234128
